index,units,quantity_on_hand,status,delivered,supply_score,product_name,month
2020-01-27T13:22:14Z,1304,176,NONE,YES, 5,visors,8
2020-01-27T13:38:36Z,4173,168,NONE,YES, 8,respirators,4
2020-01-27T13:40:35Z,4160,164,NONE,NO,15,diagnostics,7
2020-01-27T14:00:50Z,40,172,NONE,NO, 4,visors,8
2020-01-27T16:12:03Z,617,178,NONE,YES, 6,biologics,6
2020-01-27T18:07:33Z,1344,158,NONE,YES,10,sanitizers,9
2020-01-27T19:33:17Z,2479,170,NONE,YES, 2,sanitizers,9
2020-01-27T21:01:21Z,3733,162,ACTIVE,NO, 1,biologics,6
2020-01-27T21:28:01Z,3200,175,NONE,YES,10,ventilators,10
2020-01-27T22:04:49Z,4247,170,ACTIVE,NO, 4,sanitizers,9
2020-01-27T22:58:18Z,2923,175,PASSIVE,YES, 2,biologics,6
2020-01-27T23:48:59Z,854,172,NONE,YES, 4,visors,8
2020-01-28T00:14:07Z,2753,160,NONE,YES, 5,ppe,1
2020-01-28T00:32:43Z,328,168,PASSIVE,YES, 4,ppe,1
2020-01-28T02:26:30Z,761,154,NONE,YES,14,oxygen_tanks,5
2020-01-28T05:31:57Z,2111,170,NONE,NO,20,ventilators,10
2020-01-28T09:03:11Z,3324,180,ACTIVE,NO, 5,biologics,6
2020-01-28T10:53:48Z,4678,185,NONE,NO,20,ventilators,10
2020-01-28T11:54:29Z,4260,152,PASSIVE,NO,15,oxygen_tanks,5
2020-01-28T11:57:13Z,2766,164,NONE,YES, 2,sanitizers,9
2020-01-28T12:40:24Z,1250,177,NONE,NO, 1,sanitizers,9
2020-01-28T13:24:06Z,3425,150,NONE,YES, 2,biologics,6
2020-01-28T15:50:41Z,3856,168,ACTIVE,NO, 6,masks,2
2020-01-28T16:32:52Z,2245,176,NONE,YES, 0,vaccines,3
2020-01-28T17:36:07Z,3415,167,ACTIVE,NO, 6,ppe,1
2020-01-28T17:52:26Z,790,151,ACTIVE,NO, 1,sanitizers,9
2020-01-28T19:33:56Z,1140,150,NONE,NO, 5,respirators,4
2020-01-28T19:44:13Z,2359,162,NONE,YES,10,ventilators,10
2020-01-28T21:20:18Z,277,170,NONE,YES,20,visors,8
2020-01-28T23:16:22Z,1356,168,NONE,YES, 8,diagnostics,7
2020-01-29T01:02:28Z,2290,175,PASSIVE,YES,15,oxygen_tanks,5
2020-01-29T02:27:52Z,3084,158,NONE,YES, 5,visors,8
2020-01-29T05:08:34Z,1667,169,ACTIVE,NO, 5,biologics,6
2020-01-29T06:09:38Z,3676,167,NONE,NO, 3,ppe,1
2020-01-29T08:20:29Z,3036,160,NONE,YES, 2,biologics,6
2020-01-29T08:32:10Z,3673,174,ACTIVE,NO,10,visors,8
2020-01-29T08:45:03Z,3707,163,NONE,YES, 1,biologics,6
2020-01-29T10:42:26Z,4520,160,NONE,YES,14,masks,2
2020-01-29T12:48:13Z,1041,165,NONE,YES,20,vaccines,3
2020-01-29T14:42:35Z,629,174,NONE,NO, 5,ventilators,10
2020-01-29T14:58:21Z,1550,168,ACTIVE,NO,30,oxygen_tanks,5
2020-01-29T15:04:46Z,1768,180,NONE,YES,10,sanitizers,9
2020-01-29T15:10:40Z,3319,165,NONE,YES, 5,vaccines,3
2020-01-29T15:45:35Z,1373,178,NONE,YES, 4,masks,2
2020-01-29T15:52:12Z,2009,172,NONE,YES,10,diagnostics,7
2020-01-29T16:07:17Z,4837,164,NONE,YES,10,oxygen_tanks,5
2020-01-29T16:12:15Z,2386,168,NONE,NO, 1,respirators,4
2020-01-29T16:46:50Z,470,166,ACTIVE,YES,10,vaccines,3
2020-01-29T18:51:18Z,431,176,ACTIVE,NO, 5,ppe,1
2020-01-29T19:08:58Z,3732,175,NONE,YES, 1,ppe,1
2020-01-29T19:48:34Z,1857,168,PASSIVE,YES, 2,vaccines,3
2020-01-29T20:41:49Z,374,176,NONE,YES, 2,masks,2
2020-01-29T23:18:13Z,3584,178,PASSIVE,NO,12,biologics,6
2020-01-29T23:31:41Z,1939,178,NONE,YES, 5,sanitizers,9
2020-01-29T23:38:01Z,988,175,ACTIVE,YES, 6,vaccines,3
2020-01-29T23:43:31Z,154,183,PASSIVE,NO, 5,sanitizers,9
2020-01-30T00:27:22Z,2265,168,NONE,NO,20,oxygen_tanks,5
2020-01-30T01:36:06Z,3103,190,NONE,NO, 9,ventilators,10
2020-01-30T04:26:35Z,1,178,NONE,NO,15,respirators,4
2020-01-30T06:47:15Z,3868,158,NONE,NO, 8,ventilators,10
2020-01-30T07:04:54Z,401,168,PASSIVE,YES,21,masks,2
2020-01-30T07:48:05Z,4023,156,NONE,YES,12,ventilators,10
2020-01-30T08:17:13Z,2233,183,PASSIVE,YES, 4,diagnostics,7
2020-01-30T08:24:39Z,414,177,ACTIVE,NO,10,respirators,4
2020-01-30T10:37:19Z,4569,158,NONE,YES,30,ventilators,10
2020-01-30T11:05:57Z,367,180,NONE,NO, 5,ventilators,10
2020-01-30T11:33:14Z,4949,182,ACTIVE,YES, 3,vaccines,3
2020-01-30T12:15:12Z,1284,180,NONE,YES, 3,masks,2
2020-01-30T12:15:39Z,30,170,PASSIVE,NO,10,diagnostics,7
2020-01-30T13:54:15Z,4930,175,NONE,YES, 2,ventilators,10
2020-01-30T14:09:19Z,3439,173,NONE,NO, 8,oxygen_tanks,5
2020-01-30T15:06:41Z,4069,176,PASSIVE,NO, 4,respirators,4
2020-01-30T15:44:38Z,1908,162,PASSIVE,YES, 3,vaccines,3
2020-01-30T16:12:30Z,4666,165,NONE,NO, 5,visors,8
2020-01-30T16:25:10Z,1105,160,ACTIVE,NO, 7,respirators,4
2020-01-30T17:01:43Z,1633,175,NONE,YES, 3,sanitizers,9
2020-01-30T17:10:35Z,2325,162,NONE,YES, 2,ppe,1
2020-01-30T17:17:57Z,882,183,ACTIVE,YES, 2,masks,2
2020-01-30T18:19:12Z,2821,165,NONE,YES,50,diagnostics,7
2020-01-30T19:16:24Z,2754,170,PASSIVE,YES, 6,vaccines,3
2020-01-30T19:30:20Z,2452,162,NONE,YES, 4,ppe,1
2020-01-30T19:40:59Z,1494,158,NONE,YES,10,biologics,6
2020-01-30T20:56:03Z,1730,167,NONE,YES, 3,biologics,6
2020-01-30T22:36:48Z,3008,168,NONE,YES, 4,vaccines,3
2020-01-30T23:41:42Z,3448,173,ACTIVE,NO, 5,oxygen_tanks,5
2020-01-30T23:52:36Z,1891,162,ACTIVE,NO, 6,oxygen_tanks,5
2020-01-31T02:04:17Z,1921,160,NONE,YES,10,diagnostics,7
2020-01-31T02:13:59Z,2017,164,NONE,YES, 8,ppe,1
2020-01-31T04:05:03Z,1440,174,NONE,YES,10,sanitizers,9
2020-01-31T04:13:07Z,808,162,NONE,YES, 4,ventilators,10
2020-01-31T04:42:20Z,3596,176,ACTIVE,YES, 3,biologics,6
2020-01-31T04:45:21Z,3432,170,ACTIVE,NO, 8,biologics,6
2020-01-31T05:11:49Z,4364,176,NONE,YES,10,sanitizers,9
2020-01-31T05:44:54Z,662,184,ACTIVE,NO, 7,diagnostics,7
2020-01-31T07:38:01Z,3882,172,NONE,YES, 6,ppe,1
2020-01-31T07:38:03Z,3233,170,NONE,YES,14,ppe,1
2020-01-31T08:18:26Z,4012,170,NONE,YES, 4,vaccines,3
2020-01-31T08:30:25Z,2666,180,NONE,YES, 0,diagnostics,7
2020-01-31T09:39:06Z,1872,172,NONE,NO, 6,masks,2
2020-01-31T11:38:31Z,326,164,PASSIVE,YES, 3,masks,2
2020-01-31T12:59:25Z,3347,178,NONE,YES, 2,ventilators,10
2020-01-31T13:11:21Z,4983,158,NONE,NO, 2,masks,2
2020-01-31T14:14:53Z,3042,166,NONE,YES, 3,respirators,4
2020-01-31T14:52:32Z,2547,160,NONE,NO, 8,ppe,1
2020-01-31T19:00:13Z,3769,153,NONE,YES, 5,diagnostics,7
2020-01-31T19:10:28Z,3886,163,PASSIVE,NO, 1,oxygen_tanks,5
2020-01-31T19:45:50Z,569,150,NONE,YES, 1,vaccines,3
2020-01-31T19:45:52Z,937,175,NONE,NO, 6,ventilators,10
2020-01-31T20:06:11Z,478,188,NONE,NO, 6,sanitizers,9
2020-01-31T20:27:58Z,4105,190,NONE,NO, 4,diagnostics,7
2020-01-31T20:34:10Z,1447,184,NONE,YES, 4,ventilators,10
2020-01-31T20:50:49Z,1418,175,NONE,NO, 7,biologics,6
2020-01-31T21:30:19Z,1052,180,NONE,YES, 0,sanitizers,9
2020-01-31T21:37:47Z,3031,174,NONE,YES, 3,sanitizers,9
2020-01-31T21:46:30Z,862,150,NONE,YES, 5,diagnostics,7
2020-01-31T23:19:01Z,1462,172,NONE,YES, 1,respirators,4
2020-01-31T23:27:32Z,3704,163,NONE,NO, 3,vaccines,3
2020-01-31T23:40:43Z,1835,153,NONE,YES, 5,respirators,4
2020-02-01T00:57:39Z,2768,158,NONE,NO,15,visors,8
2020-02-01T02:21:38Z,3017,164,NONE,YES,12,ventilators,10
2020-02-01T02:39:13Z,4635,164,ACTIVE,YES,14,biologics,6
2020-02-01T03:52:26Z,4221,170,NONE,YES, 2,diagnostics,7
2020-02-01T04:00:26Z,587,160,NONE,YES, 2,biologics,6
2020-02-01T04:35:06Z,4940,176,ACTIVE,NO, 0,masks,2
2020-02-01T04:35:19Z,388,157,NONE,YES, 0,oxygen_tanks,5
2020-02-01T04:45:07Z,4827,178,NONE,YES, 7,visors,8
2020-02-01T05:05:56Z,2640,180,NONE,NO,20,biologics,6
2020-02-01T05:26:07Z,3477,173,NONE,YES,14,masks,2
2020-02-01T05:31:18Z,3917,185,NONE,YES, 7,vaccines,3
2020-02-01T06:19:25Z,2276,178,ACTIVE,NO, 8,masks,2
2020-02-01T08:28:10Z,4315,160,NONE,YES, 2,biologics,6
2020-02-01T08:30:57Z,3406,164,NONE,YES,10,respirators,4
2020-02-01T08:45:34Z,947,182,ACTIVE,NO, 6,visors,8
2020-02-01T08:51:18Z,455,176,NONE,NO,30,visors,8
2020-02-01T08:59:20Z,3844,162,NONE,NO,10,ventilators,10
2020-02-01T09:22:49Z,4094,176,ACTIVE,YES,17,biologics,6
2020-02-01T10:16:20Z,2798,164,NONE,YES, 5,ppe,1
2020-02-01T10:35:46Z,2983,164,NONE,YES,10,ventilators,10
2020-02-01T11:12:41Z,3722,160,NONE,YES, 3,biologics,6
2020-02-01T13:02:19Z,3518,168,NONE,YES, 7,biologics,6
2020-02-01T13:09:49Z,4007,165,NONE,YES,10,ppe,1
2020-02-01T13:51:45Z,2969,182,ACTIVE,YES,10,oxygen_tanks,5
2020-02-01T14:33:48Z,668,171,ACTIVE,NO, 4,sanitizers,9
2020-02-01T14:46:49Z,1065,157,NONE,NO,10,sanitizers,9
2020-02-01T18:10:55Z,2164,180,ACTIVE,NO,10,sanitizers,9
2020-02-01T19:25:56Z,3831,164,NONE,YES,10,ppe,1
2020-02-01T19:58:38Z,1258,170,PASSIVE,NO,10,biologics,6
2020-02-01T20:00:17Z,1014,176,NONE,YES,12,diagnostics,7
2020-02-01T21:06:46Z,1700,178,NONE,NO, 2,sanitizers,9
2020-02-01T21:14:51Z,4546,176,NONE,NO,11,sanitizers,9
2020-02-01T21:54:03Z,1454,176,NONE,YES, 1,diagnostics,7
2020-02-01T22:24:31Z,4375,170,NONE,YES, 6,ventilators,10
2020-02-01T22:57:35Z,2274,150,NONE,YES, 5,oxygen_tanks,5
2020-02-01T23:28:42Z,1708,175,NONE,YES, 6,sanitizers,9
2020-02-01T23:29:06Z,1755,164,NONE,YES, 5,diagnostics,7
2020-02-01T23:48:55Z,130,170,NONE,NO, 3,biologics,6
2020-02-01T23:53:59Z,2834,155,NONE,YES,25,vaccines,3
2020-02-02T01:04:27Z,1113,159,NONE,YES, 8,masks,2
2020-02-02T01:09:11Z,954,170,NONE,YES, 2,sanitizers,9
2020-02-02T01:52:03Z,413,182,NONE,YES,10,visors,8
2020-02-02T02:06:15Z,396,158,NONE,YES, 6,masks,2
2020-02-02T02:56:56Z,2736,158,NONE,YES, 2,sanitizers,9
2020-02-02T03:10:26Z,2394,167,NONE,YES,10,visors,8
2020-02-02T03:48:53Z,1858,164,NONE,YES, 4,sanitizers,9
2020-02-02T04:01:07Z,2119,199,PASSIVE,NO, 6,ventilators,10
2020-02-02T05:44:40Z,2841,160,NONE,YES, 3,oxygen_tanks,5
2020-02-02T06:54:15Z,517,188,ACTIVE,YES, 3,respirators,4
2020-02-02T07:11:51Z,3269,176,NONE,YES, 2,biologics,6
2020-02-02T07:20:07Z,3854,164,NONE,NO, 5,biologics,6
2020-02-02T07:41:31Z,804,185,ACTIVE,NO,12,oxygen_tanks,5
2020-02-02T08:54:35Z,1524,171,ACTIVE,NO, 6,masks,2
2020-02-02T09:12:53Z,3350,173,NONE,YES, 4,vaccines,3
2020-02-02T09:29:27Z,1576,182,PASSIVE,YES, 6,masks,2
2020-02-02T10:20:23Z,1563,172,NONE,YES, 2,vaccines,3
2020-02-02T11:27:08Z,2868,175,ACTIVE,YES,20,oxygen_tanks,5
2020-02-02T12:31:54Z,486,166,NONE,YES, 3,sanitizers,9
2020-02-02T12:37:37Z,1262,178,NONE,NO, 2,respirators,4
2020-02-02T12:57:09Z,2726,184,PASSIVE,NO,20,visors,8
2020-02-02T13:13:14Z,256,186,ACTIVE,NO, 3,visors,8
2020-02-02T14:10:52Z,2413,178,PASSIVE,NO, 2,visors,8
2020-02-02T14:36:47Z,238,158,NONE,YES, 0,vaccines,3
2020-02-02T15:07:33Z,2915,162,NONE,NO, 3,respirators,4
2020-02-02T16:56:31Z,2010,150,NONE,YES, 4,ventilators,10
2020-02-02T18:15:03Z,3612,156,NONE,YES, 2,respirators,4
2020-02-02T18:42:47Z,437,164,NONE,NO, 0,respirators,4
2020-02-02T19:25:14Z,2621,170,NONE,YES,15,respirators,4
2020-02-02T19:36:43Z,2862,172,NONE,YES, 5,vaccines,3
2020-02-02T19:37:49Z,290,165,NONE,YES, 5,vaccines,3
2020-02-02T20:18:21Z,1255,171,PASSIVE,YES,10,visors,8
2020-02-02T20:58:03Z,2145,152,PASSIVE,YES, 2,masks,2
2020-02-02T22:22:24Z,2278,157,NONE,NO, 4,visors,8
2020-02-02T22:51:45Z,4206,165,ACTIVE,NO,20,respirators,4
2020-02-02T23:10:46Z,2510,176,NONE,YES, 0,diagnostics,7
2020-02-02T23:23:33Z,733,164,NONE,YES, 4,diagnostics,7
2020-02-03T03:31:24Z,2092,175,ACTIVE,NO, 5,sanitizers,9
2020-02-03T04:51:17Z,2232,160,NONE,YES, 8,diagnostics,7
2020-02-03T04:52:03Z,3863,164,NONE,NO,15,masks,2
2020-02-03T05:26:31Z,4628,170,PASSIVE,NO,10,respirators,4
2020-02-03T07:19:00Z,2778,158,NONE,YES, 0,ventilators,10
2020-02-03T10:10:02Z,3930,156,NONE,NO, 5,oxygen_tanks,5
2020-02-03T10:44:57Z,3055,167,NONE,YES, 3,diagnostics,7
2020-02-03T11:45:50Z,2364,156,NONE,NO,10,diagnostics,7
2020-02-03T12:35:00Z,4982,158,NONE,NO, 3,masks,2
2020-02-03T12:59:58Z,4548,172,PASSIVE,NO,15,respirators,4
2020-02-03T13:03:20Z,2159,180,NONE,YES, 2,respirators,4
2020-02-03T13:36:59Z,3574,164,PASSIVE,YES, 1,biologics,6
2020-02-03T14:06:46Z,2258,184,ACTIVE,YES, 8,sanitizers,9
2020-02-03T15:15:47Z,3386,155,PASSIVE,NO, 8,ventilators,10
2020-02-03T15:22:16Z,4091,170,NONE,NO, 2,biologics,6
2020-02-03T15:59:31Z,931,154,NONE,YES, 1,ppe,1
2020-02-03T16:45:10Z,3390,160,NONE,NO,10,oxygen_tanks,5
2020-02-03T17:46:16Z,4606,176,NONE,NO,15,oxygen_tanks,5
2020-02-03T18:05:34Z,3640,170,NONE,NO,20,vaccines,3
2020-02-03T19:42:20Z,2749,155,NONE,YES, 3,vaccines,3
2020-02-03T19:45:16Z,2746,165,PASSIVE,NO, 6,vaccines,3
2020-02-03T21:07:46Z,480,176,ACTIVE,YES, 2,masks,2
2020-02-03T21:10:32Z,4463,164,NONE,NO,10,masks,2
2020-02-03T21:22:19Z,2944,182,ACTIVE,NO, 5,masks,2
2020-02-03T22:40:09Z,4255,166,NONE,YES,20,respirators,4
2020-02-03T23:26:38Z,751,154,NONE,YES, 3,respirators,4
2020-02-03T23:28:32Z,469,176,NONE,YES, 4,ppe,1
2020-02-03T23:43:46Z,2395,179,PASSIVE,NO, 9,vaccines,3
2020-02-04T00:21:32Z,2262,170,PASSIVE,YES, 2,ventilators,10
2020-02-04T02:02:37Z,80,162,NONE,YES, 3,ppe,1
2020-02-04T02:14:08Z,303,160,NONE,YES, 6,ventilators,10
2020-02-04T02:41:34Z,1668,165,ACTIVE,NO, 6,ppe,1
2020-02-04T04:08:16Z,4844,188,NONE,YES, 1,respirators,4
2020-02-04T06:55:42Z,809,164,PASSIVE,YES, 2,ppe,1
2020-02-04T07:09:37Z,4698,175,NONE,YES, 4,respirators,4
2020-02-04T08:01:13Z,4497,150,NONE,YES,10,oxygen_tanks,5
2020-02-04T08:21:11Z,4822,158,NONE,NO, 2,ventilators,10
2020-02-04T08:30:44Z,4697,165,NONE,NO, 4,visors,8
2020-02-04T09:12:58Z,1964,171,NONE,NO, 8,biologics,6
2020-02-04T09:23:32Z,4442,170,NONE,NO,10,masks,2
2020-02-04T11:02:44Z,3411,176,NONE,YES, 4,respirators,4
2020-02-04T11:30:49Z,3365,156,NONE,YES,10,diagnostics,7
2020-02-04T12:16:41Z,3009,158,NONE,YES, 0,diagnostics,7
2020-02-04T13:01:14Z,1341,155,NONE,YES, 4,respirators,4
2020-02-04T13:13:43Z,1302,175,NONE,YES,10,respirators,4
2020-02-04T14:54:40Z,850,176,NONE,YES, 2,vaccines,3
2020-02-04T15:31:24Z,4705,165,NONE,YES, 0,vaccines,3
2020-02-04T15:53:10Z,1117,170,NONE,YES, 6,ventilators,10
2020-02-04T15:54:33Z,2375,158,NONE,YES, 5,oxygen_tanks,5
2020-02-04T16:38:51Z,2385,180,NONE,NO, 3,visors,8
2020-02-04T16:51:13Z,4166,164,NONE,YES, 1,vaccines,3
2020-02-04T19:32:16Z,3985,168,NONE,YES, 8,biologics,6
2020-02-04T19:55:58Z,336,173,ACTIVE,YES, 2,ppe,1
2020-02-04T20:36:05Z,3637,154,NONE,YES,10,oxygen_tanks,5
2020-02-04T20:52:36Z,3771,172,NONE,YES, 0,diagnostics,7
2020-02-04T21:22:45Z,1624,170,PASSIVE,NO, 9,visors,8
2020-02-04T21:30:27Z,2415,164,NONE,YES,20,oxygen_tanks,5
2020-02-04T22:10:21Z,714,180,NONE,YES, 5,diagnostics,7
2020-02-04T22:11:16Z,4493,165,NONE,NO,10,respirators,4
2020-02-04T22:38:25Z,2468,163,ACTIVE,NO,13,sanitizers,9
2020-02-04T23:00:05Z,4851,160,NONE,YES, 2,masks,2
2020-02-04T23:07:58Z,4721,160,PASSIVE,YES, 6,vaccines,3
2020-02-05T00:17:39Z,3718,150,NONE,YES, 2,vaccines,3
2020-02-05T00:55:02Z,2264,170,PASSIVE,YES, 5,sanitizers,9
2020-02-05T02:18:36Z,1063,168,NONE,YES, 8,visors,8
2020-02-05T04:37:17Z,4900,186,ACTIVE,YES, 5,respirators,4
2020-02-05T05:39:49Z,946,164,NONE,NO,14,visors,8
2020-02-05T05:48:24Z,275,180,NONE,YES, 5,ppe,1
2020-02-05T06:21:44Z,3006,160,PASSIVE,YES,12,oxygen_tanks,5
2020-02-05T06:45:04Z,602,178,NONE,NO, 7,ventilators,10
2020-02-05T07:00:18Z,526,182,NONE,YES,14,oxygen_tanks,5
2020-02-05T08:00:42Z,2139,166,NONE,NO, 4,ppe,1
2020-02-05T08:42:38Z,1595,162,NONE,YES, 4,respirators,4
2020-02-05T09:42:27Z,941,175,ACTIVE,YES, 2,diagnostics,7
2020-02-05T11:22:38Z,683,170,PASSIVE,YES, 2,visors,8
2020-02-05T11:54:34Z,3022,171,ACTIVE,YES, 8,ventilators,10
2020-02-05T12:52:46Z,1659,172,NONE,YES,10,ventilators,10
2020-02-05T14:12:40Z,4044,163,NONE,YES,80,diagnostics,7
2020-02-05T15:04:04Z,822,164,NONE,YES, 5,diagnostics,7
2020-02-05T15:30:41Z,2225,158,NONE,YES,10,sanitizers,9
2020-02-05T17:17:30Z,2128,180,NONE,NO, 4,sanitizers,9
2020-02-05T17:38:00Z,2833,152,NONE,NO,10,masks,2
2020-02-05T17:54:20Z,4452,172,ACTIVE,NO, 7,ppe,1
2020-02-05T18:37:13Z,1506,160,PASSIVE,YES, 4,visors,8
2020-02-05T18:37:31Z,3936,172,NONE,YES, 2,diagnostics,7
2020-02-05T19:51:28Z,453,155,NONE,YES, 4,diagnostics,7
2020-02-05T20:24:44Z,571,167,PASSIVE,YES, 5,vaccines,3
2020-02-05T20:42:18Z,3194,168,NONE,YES, 2,masks,2
2020-02-05T21:31:58Z,3363,176,NONE,YES,15,vaccines,3
2020-02-05T21:42:23Z,968,158,NONE,NO, 3,oxygen_tanks,5
2020-02-05T22:19:20Z,3503,165,NONE,YES, 5,sanitizers,9
2020-02-06T00:32:20Z,2679,174,NONE,NO, 5,diagnostics,7
2020-02-06T00:50:21Z,422,172,ACTIVE,NO, 3,visors,8
2020-02-06T02:13:20Z,495,166,NONE,YES, 4,biologics,6
2020-02-06T03:33:03Z,4683,162,ACTIVE,NO, 3,respirators,4
2020-02-06T04:00:07Z,4882,182,NONE,YES, 3,oxygen_tanks,5
2020-02-06T04:21:25Z,2743,172,ACTIVE,NO, 2,oxygen_tanks,5
2020-02-06T05:42:08Z,4363,160,NONE,YES,15,sanitizers,9
2020-02-06T06:20:50Z,2243,160,NONE,YES, 0,masks,2
2020-02-06T06:47:18Z,2974,155,NONE,NO, 0,vaccines,3
2020-02-06T07:19:32Z,2093,164,NONE,YES,15,vaccines,3
2020-02-06T09:33:37Z,1112,152,PASSIVE,YES, 8,vaccines,3
2020-02-06T11:46:49Z,606,162,NONE,YES, 2,diagnostics,7
2020-02-06T12:13:38Z,1078,152,NONE,YES, 3,vaccines,3
2020-02-06T13:37:50Z,1404,164,NONE,NO,10,biologics,6
2020-02-06T13:46:15Z,24,164,PASSIVE,YES, 5,vaccines,3
2020-02-06T14:42:19Z,3682,172,NONE,YES,12,diagnostics,7
2020-02-06T17:02:18Z,2563,170,NONE,NO, 3,biologics,6
2020-02-06T19:56:18Z,3374,164,NONE,YES, 5,ventilators,10
2020-02-06T20:39:54Z,4764,165,NONE,YES, 5,ventilators,10
2020-02-06T20:53:21Z,4612,153,NONE,NO,20,ventilators,10
2020-02-06T21:35:49Z,3851,160,PASSIVE,YES, 6,sanitizers,9
2020-02-06T21:55:08Z,618,160,NONE,NO, 3,respirators,4
2020-02-06T22:45:16Z,1814,167,NONE,YES, 4,vaccines,3
2020-02-07T00:04:38Z,4395,184,PASSIVE,NO, 7,diagnostics,7
2020-02-07T00:34:01Z,335,165,NONE,YES, 1,vaccines,3
2020-02-07T02:01:39Z,1735,165,PASSIVE,YES, 4,oxygen_tanks,5
2020-02-07T02:22:07Z,3618,158,NONE,YES, 6,sanitizers,9
2020-02-07T02:39:52Z,3748,168,ACTIVE,NO, 2,oxygen_tanks,5
2020-02-07T02:46:25Z,2544,162,ACTIVE,NO, 4,visors,8
2020-02-07T03:29:27Z,131,164,NONE,YES, 8,ppe,1
2020-02-07T04:11:14Z,2558,178,NONE,YES, 3,sanitizers,9
2020-02-07T04:29:27Z,1686,169,NONE,YES, 3,biologics,6
2020-02-07T04:43:10Z,2443,157,NONE,YES, 2,biologics,6
2020-02-07T05:23:14Z,3013,171,ACTIVE,NO, 3,visors,8
2020-02-07T06:50:31Z,1876,185,NONE,YES,10,masks,2
2020-02-07T06:57:48Z,4298,175,NONE,YES,20,oxygen_tanks,5
2020-02-07T07:26:59Z,249,168,NONE,YES, 2,sanitizers,9
2020-02-07T07:50:48Z,1412,176,PASSIVE,YES, 3,sanitizers,9
2020-02-07T08:15:34Z,4171,160,NONE,YES, 8,vaccines,3
2020-02-07T09:37:52Z,4645,183,PASSIVE,YES, 7,ppe,1
2020-02-07T09:43:06Z,2358,186,NONE,NO,10,vaccines,3
2020-02-07T13:28:56Z,4542,170,PASSIVE,YES, 7,ventilators,10
2020-02-07T14:16:47Z,3549,175,NONE,YES, 6,ventilators,10
2020-02-07T17:00:16Z,3185,170,NONE,YES, 9,biologics,6
2020-02-07T17:19:38Z,3152,164,NONE,YES, 3,ppe,1
2020-02-07T18:12:01Z,3969,165,NONE,YES,30,ventilators,10
2020-02-07T19:29:06Z,299,158,NONE,YES, 3,vaccines,3
2020-02-07T19:40:01Z,4911,170,NONE,YES, 2,masks,2
2020-02-07T20:21:50Z,3004,186,NONE,NO, 1,sanitizers,9
2020-02-07T21:02:33Z,2515,187,NONE,YES, 1,ventilators,10
2020-02-07T21:05:43Z,720,170,NONE,NO,10,ventilators,10
2020-02-07T21:59:07Z,3558,182,NONE,YES,10,diagnostics,7
2020-02-07T22:37:49Z,253,160,NONE,YES, 2,ppe,1
2020-02-07T22:42:44Z,2896,158,PASSIVE,NO, 6,respirators,4
2020-02-07T23:10:10Z,159,162,NONE,YES, 0,oxygen_tanks,5
2020-02-07T23:14:36Z,1017,170,ACTIVE,NO, 6,respirators,4
2020-02-07T23:18:47Z,64,160,NONE,NO,10,ppe,1
2020-02-07T23:29:43Z,924,165,NONE,YES,10,visors,8
2020-02-08T01:27:34Z,3650,184,ACTIVE,NO, 3,ppe,1
2020-02-08T02:28:42Z,2787,165,NONE,YES, 2,sanitizers,9
2020-02-08T02:32:17Z,4220,167,NONE,YES, 4,vaccines,3
2020-02-08T02:44:32Z,2393,165,NONE,YES, 8,oxygen_tanks,5
2020-02-08T07:07:36Z,2231,164,NONE,YES, 4,visors,8
2020-02-08T09:10:48Z,1655,178,NONE,YES, 8,ventilators,10
2020-02-08T10:09:17Z,4380,168,NONE,YES, 4,diagnostics,7
2020-02-08T10:44:20Z,1002,160,NONE,YES, 5,ppe,1
2020-02-08T12:18:07Z,3781,169,PASSIVE,YES, 2,visors,8
2020-02-08T14:55:20Z,4748,173,NONE,NO, 3,diagnostics,7
2020-02-08T15:31:18Z,1579,170,NONE,NO, 2,visors,8
2020-02-08T16:18:04Z,4663,160,PASSIVE,YES, 3,biologics,6
2020-02-08T16:56:45Z,779,168,NONE,NO,20,masks,2
2020-02-08T17:53:19Z,3330,170,NONE,YES, 0,diagnostics,7
2020-02-08T17:57:20Z,1644,170,NONE,YES, 2,ventilators,10
2020-02-08T19:13:31Z,4554,154,NONE,YES, 5,masks,2
2020-02-08T20:30:02Z,3792,187,PASSIVE,YES, 4,sanitizers,9
2020-02-08T21:16:47Z,511,168,PASSIVE,NO, 4,vaccines,3
2020-02-08T21:35:26Z,4857,162,NONE,YES, 3,respirators,4
2020-02-08T21:41:57Z,2760,176,NONE,NO,15,respirators,4
2020-02-08T22:26:21Z,4563,160,PASSIVE,YES,15,masks,2
2020-02-08T23:50:27Z,1966,165,NONE,YES, 2,sanitizers,9
2020-02-08T23:56:01Z,2543,158,NONE,YES, 5,visors,8
2020-02-09T00:26:16Z,4750,180,NONE,YES, 2,biologics,6
2020-02-09T00:51:47Z,1776,175,PASSIVE,NO,10,ventilators,10
2020-02-09T01:09:53Z,2517,164,NONE,YES,18,biologics,6
2020-02-09T01:48:05Z,2597,164,NONE,NO, 2,respirators,4
2020-02-09T01:54:34Z,4745,158,NONE,YES, 4,visors,8
2020-02-09T01:58:51Z,4030,168,PASSIVE,NO,15,oxygen_tanks,5
2020-02-09T02:29:20Z,552,180,ACTIVE,NO, 4,ventilators,10
2020-02-09T03:07:00Z,3949,163,NONE,YES, 0,biologics,6
