product_id,month,units,product_name,supply_score,quantity_on_hand
7,1,3289,sanitizers, 2,188
9,6,4186,ventilators,20,170
8,8,4544,vaccines, 3,150
6,3,2646,respirators, 5,170
8,8,4952,vaccines, 4,170
3,10,3028,masks, 5,159
6,3,2769,respirators,10,164
6,3,3489,respirators,10,165
1,5,4604,biologics,99,160
10,4,4347,visors,10,180
4,2,2876,oxygen_tanks, 5,170
8,8,2028,vaccines,25,167
5,9,1656,ppe, 1,160
10,4,1657,visors,10,166
5,9,820,ppe, 8,160
8,8,808,vaccines, 8,164
10,4,3918,visors, 6,175
4,2,4435,oxygen_tanks,10,175
10,4,1008,visors, 4,174
9,6,1247,ventilators, 6,166
8,8,3579,vaccines, 0,158
3,10,4138,masks, 2,178
2,7,341,diagnostics,20,174
9,6,2278,ventilators, 3,164
8,8,4228,vaccines, 7,160
8,8,1096,vaccines, 5,160
9,6,2476,ventilators, 8,172
5,9,512,ppe, 5,175
9,6,3522,ventilators, 4,170
2,7,3308,diagnostics, 4,158
1,5,575,biologics,10,168
2,7,1130,diagnostics,20,164
8,8,22,vaccines, 7,175
10,4,1472,visors,10,178
2,7,358,diagnostics, 5,183
3,10,3209,masks, 0,172
1,5,689,biologics, 1,168
9,6,495,ventilators, 7,182
7,1,1542,sanitizers, 6,165
4,2,1391,oxygen_tanks,12,185
2,7,4878,diagnostics, 5,170
7,1,1556,sanitizers, 3,161
2,7,2285,diagnostics, 5,160
7,1,2487,sanitizers, 8,160
5,9,3012,ppe,10,182
3,10,2376,masks, 5,175
3,10,405,masks,10,170
1,5,2436,biologics, 5,164
2,7,4789,diagnostics, 5,182
3,10,1699,masks, 1,175
9,6,2056,ventilators, 6,168
4,2,1127,oxygen_tanks, 0,158
4,2,4460,oxygen_tanks, 8,169
5,9,36,ppe, 5,164
3,10,4778,masks,10,170
9,6,1962,ventilators, 2,175
2,7,4803,diagnostics, 0,159
6,3,2473,respirators, 8,165
7,1,4724,sanitizers, 7,150
7,1,3113,sanitizers, 3,176
8,8,2571,vaccines, 1,164
3,10,1360,masks, 3,181
10,4,559,visors, 3,178
4,2,1264,oxygen_tanks, 4,163
10,4,619,visors,10,167
10,4,1541,visors,12,164
4,2,1107,oxygen_tanks, 3,170
10,4,1930,visors,10,165
1,5,1902,biologics, 9,158
9,6,2892,ventilators, 2,170
8,8,1289,vaccines, 6,180
8,8,1614,vaccines,15,180
8,8,1338,vaccines, 0,170
9,6,3603,ventilators, 3,181
6,3,461,respirators, 2,162
1,5,4702,biologics,10,176
3,10,994,masks, 4,158
9,6,918,ventilators, 7,186
6,3,3015,respirators, 0,178
10,4,3803,visors, 4,176
10,4,1455,visors, 5,165
3,10,3531,masks, 5,154
6,3,4652,respirators,10,152
4,2,4894,oxygen_tanks, 4,174
7,1,4019,sanitizers,10,155
1,5,3688,biologics, 8,155
10,4,955,visors,10,152
4,2,3409,oxygen_tanks, 5,150
1,5,1132,biologics, 8,168
4,2,1733,oxygen_tanks, 6,190
9,6,2203,ventilators, 1,182
8,8,4938,vaccines,10,188
5,9,3131,ppe, 3,177
2,7,4271,diagnostics, 3,160
5,9,2386,ppe,10,165
5,9,2576,ppe, 4,187
6,3,4038,respirators, 3,187
5,9,4318,ppe, 6,164
7,1,2544,sanitizers, 5,175
8,8,2873,vaccines, 5,181
3,10,3724,masks, 8,172
4,2,4278,oxygen_tanks, 2,162
8,8,3072,vaccines, 3,162
9,6,1484,ventilators, 2,164
1,5,4686,biologics,10,165
2,7,315,diagnostics, 5,164
5,9,4524,ppe, 1,164
7,1,100,sanitizers, 7,163
3,10,3909,masks, 5,176
5,9,3617,ppe,30,178
3,10,4733,masks, 3,164
10,4,3869,visors,25,170
4,2,3017,oxygen_tanks, 5,152
6,3,4090,respirators, 2,166
9,6,2021,ventilators, 2,164
2,7,4477,diagnostics, 5,150
10,4,4312,visors, 6,167
4,2,4802,oxygen_tanks, 8,160
4,2,4870,oxygen_tanks, 0,163
9,6,2037,ventilators, 5,170
7,1,4128,sanitizers, 7,180
4,2,118,oxygen_tanks, 8,157
5,9,4260,ppe, 2,175
4,2,89,oxygen_tanks, 5,178
7,1,2715,sanitizers,10,180
4,2,3958,oxygen_tanks, 3,170
6,3,1235,respirators,10,172
7,1,3437,sanitizers,10,187
8,8,133,vaccines, 9,170
3,10,1721,masks, 0,158
8,8,41,vaccines, 5,170
3,10,1106,masks,10,161
2,7,1807,diagnostics, 5,172
6,3,3773,respirators, 8,174
4,2,2657,oxygen_tanks, 2,163
1,5,3872,biologics, 1,172
2,7,4517,diagnostics,10,152
2,7,3329,diagnostics, 2,177
7,1,1430,sanitizers, 3,185
4,2,2556,oxygen_tanks, 5,178
3,10,4008,masks,10,160
10,4,4927,visors,10,166
9,6,3593,ventilators, 2,170
3,10,1894,masks,10,164
10,4,49,visors, 4,164
10,4,1135,visors, 4,172
6,3,3146,respirators,30,170
8,8,3303,vaccines, 3,166
7,1,1307,sanitizers,10,176
9,6,2205,ventilators, 4,178
8,8,302,vaccines,15,168
5,9,3694,ppe,10,160
1,5,3026,biologics, 4,162
4,2,3576,oxygen_tanks, 1,176
3,10,1703,masks, 2,176
1,5,1284,biologics, 0,168
1,5,4262,biologics, 6,162
6,3,3449,respirators, 8,168
3,10,602,masks, 3,166
5,9,522,ppe, 2,170
3,10,4717,masks, 8,164
10,4,2211,visors, 6,170
7,1,1420,sanitizers, 6,160
2,7,691,diagnostics, 2,178
3,10,1514,masks,12,174
4,2,3986,oxygen_tanks,12,176
3,10,3135,masks, 4,182
9,6,742,ventilators,10,182
2,7,1697,diagnostics, 0,165
6,3,482,respirators, 3,164
10,4,4945,visors, 2,164
3,10,2425,masks,10,160
6,3,4148,respirators, 5,176
2,7,4445,diagnostics, 5,198
1,5,2652,biologics, 7,164
2,7,3364,diagnostics, 6,170
7,1,4820,sanitizers,20,180
1,5,3219,biologics, 8,158
10,4,3420,visors,10,178
8,8,2452,vaccines, 0,165
3,10,1488,masks,43,175
1,5,371,biologics, 0,175
9,6,1622,ventilators,12,186
7,1,3091,sanitizers, 2,169
3,10,964,masks, 3,158
9,6,3609,ventilators, 4,150
10,4,2441,visors, 2,160
3,10,4497,masks,10,170
1,5,379,biologics,21,152
2,7,4575,diagnostics, 1,162
1,5,4001,biologics, 2,155
2,7,201,diagnostics, 5,164
6,3,3791,respirators, 3,180
6,3,2180,respirators, 6,170
8,8,3296,vaccines, 0,165
2,7,1323,diagnostics,10,165
8,8,910,vaccines,10,176
1,5,3913,biologics, 0,167
7,1,4176,sanitizers, 2,163
10,4,4153,visors, 9,164
1,5,4299,biologics, 2,158
10,4,1316,visors, 2,178
4,2,2946,oxygen_tanks, 5,175
2,7,4915,diagnostics, 4,155
2,7,3434,diagnostics,10,152
10,4,2218,visors, 2,165
2,7,3756,diagnostics, 3,158
8,8,3164,vaccines, 1,160
10,4,1848,visors,10,165
7,1,2881,sanitizers, 5,176
4,2,785,oxygen_tanks, 0,160
6,3,1047,respirators,10,194
9,6,472,ventilators, 0,174
4,2,782,oxygen_tanks,10,150
2,7,2020,diagnostics, 4,160
1,5,3987,biologics, 1,173
8,8,4923,vaccines, 8,173
4,2,3153,oxygen_tanks,30,168
4,2,3865,oxygen_tanks,15,176
5,9,692,ppe, 4,166
10,4,3120,visors, 5,156
10,4,1803,visors, 4,150
10,4,4448,visors,20,176
5,9,281,ppe,20,168
1,5,4304,biologics, 3,164
9,6,4242,ventilators,20,158
3,10,4113,masks,21,170
3,10,2809,masks,20,165
4,2,2130,oxygen_tanks, 3,188
2,7,3947,diagnostics,10,162
7,1,2445,sanitizers, 3,160
1,5,3981,biologics, 6,175
5,9,2596,ppe, 2,164
3,10,3721,masks,15,174
6,3,223,respirators, 4,158
3,10,277,masks, 4,163
5,9,2871,ppe, 2,174
10,4,2813,visors,12,158
3,10,390,masks,10,171
3,10,1441,masks,10,170
7,1,2124,sanitizers,15,178
7,1,932,sanitizers, 6,160
4,2,2235,oxygen_tanks, 2,176
7,1,2586,sanitizers, 3,176
9,6,1102,ventilators,12,170
10,4,50,visors, 5,167
1,5,2761,biologics,10,150
8,8,2868,vaccines, 5,168
10,4,2015,visors,10,173
3,10,4252,masks, 1,160
6,3,1028,respirators,12,158
3,10,285,masks,10,170
7,1,1634,sanitizers, 0,158
8,8,2532,vaccines, 3,180
3,10,3525,masks, 4,190
5,9,3921,ppe,15,172
9,6,1936,ventilators,10,182
6,3,3280,respirators,16,168
7,1,53,sanitizers,20,176
1,5,3574,biologics, 4,170
2,7,3391,diagnostics, 5,158
5,9,1567,ppe, 3,172
8,8,3133,vaccines, 6,160
7,1,2522,sanitizers,10,180
1,5,1076,biologics, 6,167
4,2,4251,oxygen_tanks,15,180
6,3,2327,respirators, 6,170
9,6,5000,ventilators, 8,160
1,5,3452,biologics, 4,165
8,8,394,vaccines, 5,168
6,3,1980,respirators,10,179
1,5,3478,biologics,15,168
2,7,4859,diagnostics, 0,160
9,6,1173,ventilators, 4,165
9,6,3730,ventilators, 2,180
10,4,1326,visors,20,156
9,6,4770,ventilators,10,162
3,10,3481,masks, 3,170
7,1,486,sanitizers,10,185
7,1,3063,sanitizers,10,171
7,1,870,sanitizers, 4,172
9,6,4512,ventilators,32,170
4,2,4098,oxygen_tanks, 7,156
5,9,3521,ppe,20,164
2,7,1384,diagnostics,10,150
10,4,2186,visors, 4,162
9,6,1119,ventilators,20,178
3,10,4930,masks, 0,168
5,9,2874,ppe, 5,180
9,6,972,ventilators, 1,163
4,2,2174,oxygen_tanks, 1,164
4,2,4434,oxygen_tanks, 4,170
5,9,1276,ppe,10,158
7,1,4760,sanitizers, 5,164
2,7,1149,diagnostics, 2,164
8,8,627,vaccines, 0,164
1,5,4827,biologics, 4,167
4,2,4958,oxygen_tanks, 3,165
8,8,3760,vaccines, 5,184
3,10,4959,masks,10,163
9,6,968,ventilators, 2,156
1,5,1570,biologics,18,183
2,7,1868,diagnostics, 1,164
4,2,1768,oxygen_tanks, 4,164
6,3,3996,respirators,15,162
10,4,3830,visors, 6,172
5,9,4815,ppe,10,163
6,3,2050,respirators, 5,163
9,6,4177,ventilators, 6,175
6,3,4054,respirators, 7,165
5,9,2169,ppe, 5,160
8,8,3592,vaccines,10,164
9,6,4519,ventilators, 4,164
1,5,2627,biologics, 2,157
2,7,2609,diagnostics, 8,176
6,3,2708,respirators, 4,170
5,9,2940,ppe, 2,156
5,9,7,ppe,15,164
2,7,1398,diagnostics, 5,174
6,3,3368,respirators,11,169
10,4,3851,visors, 3,170
5,9,1599,ppe,20,170
2,7,4239,diagnostics, 2,180
7,1,470,sanitizers,20,170
8,8,4961,vaccines,25,155
8,8,2259,vaccines,20,162
2,7,1984,diagnostics, 5,172
1,5,4773,biologics,20,160
2,7,4359,diagnostics, 3,168
1,5,874,biologics, 6,161
6,3,1432,respirators, 8,173
9,6,1407,ventilators, 1,170
10,4,4405,visors, 4,178
5,9,2341,ppe, 8,164
10,4,1026,visors, 4,165
4,2,1203,oxygen_tanks,10,165
8,8,3087,vaccines, 3,180
10,4,202,visors,10,162
9,6,4982,ventilators, 5,162
1,5,416,biologics, 7,167
4,2,3042,oxygen_tanks, 2,180
5,9,4546,ppe,40,164
3,10,4236,masks, 2,155
1,5,4823,biologics, 5,178
3,10,2456,masks,10,175
3,10,882,masks, 8,160
8,8,4655,vaccines, 1,163
9,6,2188,ventilators, 4,164
4,2,1200,oxygen_tanks,10,164
5,9,357,ppe, 1,170
6,3,1179,respirators, 2,173
8,8,2189,vaccines, 1,154
2,7,2428,diagnostics, 4,167
2,7,4433,diagnostics, 3,169
3,10,2195,masks, 3,180
9,6,856,ventilators,30,158
6,3,4400,respirators, 0,165
10,4,1687,visors, 4,157
2,7,282,diagnostics, 5,175
8,8,154,vaccines, 1,170
8,8,732,vaccines, 5,176
6,3,2986,respirators, 5,170
3,10,675,masks,10,160
7,1,374,sanitizers, 7,176
2,7,2996,diagnostics, 3,168
1,5,3873,biologics, 5,175
9,6,3155,ventilators, 2,175
5,9,4956,ppe, 2,168
1,5,1520,biologics,10,185
7,1,573,sanitizers, 2,166
5,9,4349,ppe, 0,150
5,9,4255,ppe, 1,166
1,5,2496,biologics,10,156
9,6,2704,ventilators, 3,177
5,9,3483,ppe,12,158
3,10,704,masks, 0,176
2,7,2447,diagnostics, 4,190
3,10,3100,masks, 2,155
3,10,4043,masks, 5,177
8,8,536,vaccines, 1,170
3,10,4554,masks, 0,170
4,2,4651,oxygen_tanks, 2,165
1,5,4011,biologics, 0,165
5,9,3203,ppe, 8,176
8,8,719,vaccines,10,176
6,3,2932,respirators,10,164
8,8,4112,vaccines, 5,181
2,7,4781,diagnostics,20,182
7,1,4673,sanitizers, 4,161
9,6,3394,ventilators,10,175
1,5,1279,biologics, 6,176
4,2,3297,oxygen_tanks, 2,165
10,4,4700,visors,15,165
5,9,1185,ppe, 5,160
3,10,4375,masks, 7,170
7,1,515,sanitizers, 5,186
10,4,4035,visors,20,182
2,7,4750,diagnostics, 5,164
2,7,1590,diagnostics, 5,158
10,4,2089,visors,10,170
8,8,539,vaccines,10,165
2,7,4787,diagnostics, 4,178
9,6,737,ventilators, 4,160
3,10,4905,masks, 5,168
1,5,1821,biologics, 6,154
10,4,4048,visors, 2,190
6,3,873,respirators, 2,160
3,10,4023,masks, 5,150
1,5,1237,biologics,20,180
5,9,337,ppe, 7,168
10,4,3080,visors, 1,175
8,8,774,vaccines, 6,170
4,2,2562,oxygen_tanks, 0,160
10,4,2697,visors, 6,177
2,7,3676,diagnostics, 1,172
4,2,4730,oxygen_tanks, 0,170
5,9,4567,ppe, 1,164
1,5,4374,biologics,10,156
9,6,501,ventilators,15,165
3,10,2770,masks,20,160
8,8,4476,vaccines,10,170
2,7,2262,diagnostics,10,186
10,4,2936,visors,10,164
4,2,421,oxygen_tanks,20,183
9,6,1583,ventilators, 7,163
6,3,1260,respirators, 2,174
6,3,2539,respirators,10,160
1,5,3314,biologics, 2,156
2,7,2334,diagnostics, 4,181
2,7,3595,diagnostics, 5,175
9,6,746,ventilators, 7,166
6,3,1486,respirators,10,180
6,3,2603,respirators, 7,172
4,2,2830,oxygen_tanks,15,182
2,7,488,diagnostics, 4,169
7,1,1425,sanitizers, 2,180
1,5,4070,biologics, 2,176
5,9,2518,ppe, 0,160
5,9,3542,ppe,10,172
1,5,4543,biologics,13,181
7,1,1650,sanitizers, 6,155
10,4,2650,visors,11,180
10,4,564,visors,10,156
8,8,2111,vaccines,10,172
5,9,4521,ppe, 4,160
8,8,1875,vaccines, 6,165
6,3,887,respirators, 3,164
3,10,102,masks, 5,168
3,10,1259,masks, 2,171
1,5,3695,biologics, 0,160
8,8,1771,vaccines, 6,167
10,4,2091,visors, 1,182
4,2,135,oxygen_tanks, 1,164
5,9,1170,ppe,20,173
6,3,2299,respirators, 6,179
1,5,2378,biologics,10,156
8,8,1559,vaccines,10,158
6,3,2590,respirators,12,180
3,10,4603,masks, 5,170
3,10,3462,masks, 8,164
3,10,4871,masks, 2,176
3,10,355,masks, 0,175
10,4,1985,visors, 2,160
8,8,4409,vaccines, 2,170
7,1,1964,sanitizers, 1,164
1,5,3435,biologics,10,172
10,4,4487,visors, 6,195
2,7,4995,diagnostics, 6,176
10,4,4689,visors,20,167
4,2,2725,oxygen_tanks,10,183
5,9,2432,ppe, 2,166
9,6,1197,ventilators, 2,179
6,3,571,respirators, 8,165
3,10,4249,masks,20,175
4,2,4736,oxygen_tanks, 4,168
7,1,4388,sanitizers, 3,160
9,6,1896,ventilators, 2,160
9,6,4137,ventilators, 7,178
5,9,2073,ppe, 5,165
2,7,2784,diagnostics, 5,181
4,2,2057,oxygen_tanks, 3,181
7,1,1890,sanitizers, 3,175
3,10,524,masks, 4,170
5,9,1041,ppe, 3,163
5,9,1065,ppe,10,170
9,6,398,ventilators, 0,176
3,10,415,masks,10,170
5,9,2142,ppe,10,175
6,3,146,respirators, 9,176
8,8,3524,vaccines,10,170
5,9,3974,ppe, 2,156
4,2,4385,oxygen_tanks, 4,177
9,6,891,ventilators,14,168
7,1,1191,sanitizers,21,170
8,8,3158,vaccines,10,170
6,3,4740,respirators, 0,160
4,2,2662,oxygen_tanks,10,182
10,4,1077,visors, 3,161
9,6,861,ventilators, 2,183
10,4,2443,visors,10,171
1,5,2199,biologics, 4,188
10,4,3256,visors, 4,172
1,5,4276,biologics, 2,150
3,10,2947,masks, 2,165
3,10,2310,masks,12,182
7,1,3775,sanitizers, 3,174
9,6,243,ventilators, 8,150
3,10,1330,masks, 2,170
10,4,2585,visors,11,170
7,1,4955,sanitizers, 5,167
2,7,4210,diagnostics, 3,165
2,7,2058,diagnostics, 3,165
9,6,2125,ventilators, 4,170
2,7,4324,diagnostics, 2,170
3,10,3858,masks, 4,175
1,5,2923,biologics, 3,175
6,3,1791,respirators,20,165
6,3,590,respirators, 2,158
4,2,731,oxygen_tanks, 7,164
6,3,3922,respirators,10,168
4,2,121,oxygen_tanks, 5,163
5,9,328,ppe,10,168
4,2,958,oxygen_tanks, 3,167
2,7,2732,diagnostics,10,178
9,6,3479,ventilators, 3,172
2,7,1146,diagnostics,12,172
7,1,1681,sanitizers,20,181
9,6,1097,ventilators, 5,160
10,4,1116,visors, 3,167
4,2,4468,oxygen_tanks,10,160
4,2,278,oxygen_tanks, 5,160
1,5,610,biologics, 4,184
3,10,1415,masks, 2,176
5,9,2314,ppe,10,173
10,4,4846,visors,15,162
8,8,763,vaccines, 6,168
5,9,2266,ppe,20,174
9,6,1343,ventilators, 4,171
3,10,979,masks, 7,178
10,4,3295,visors, 2,166
2,7,2291,diagnostics, 8,179
2,7,2879,diagnostics,20,168
7,1,4971,sanitizers, 6,165
8,8,2117,vaccines,20,168
8,8,3989,vaccines, 6,157
1,5,4232,biologics, 0,171
4,2,2187,oxygen_tanks,10,160
8,8,1912,vaccines, 6,168
1,5,1818,biologics,10,168
5,9,2128,ppe, 8,162
5,9,967,ppe,15,156
5,9,2882,ppe, 1,168
9,6,57,ventilators, 7,162
10,4,4116,visors, 4,182
9,6,4074,ventilators, 2,175
9,6,867,ventilators,20,164
1,5,196,biologics,10,190
4,2,4816,oxygen_tanks, 4,156
1,5,1817,biologics, 6,154
4,2,886,oxygen_tanks, 6,160
7,1,3197,sanitizers, 5,167
4,2,4298,oxygen_tanks,10,175
1,5,3567,biologics,10,167
4,2,1652,oxygen_tanks,13,164
4,2,4572,oxygen_tanks,10,182
4,2,3559,oxygen_tanks, 2,164
4,2,2229,oxygen_tanks, 1,161
7,1,2464,sanitizers,10,170
10,4,2393,visors, 5,163
5,9,1314,ppe, 4,166
8,8,3439,vaccines, 8,177
3,10,4227,masks,10,164
6,3,768,respirators, 6,179
5,9,3165,ppe, 2,160
7,1,2063,sanitizers, 8,184
7,1,791,sanitizers, 8,175
5,9,3058,ppe, 3,172
2,7,250,diagnostics,10,172
3,10,1086,masks, 3,166
9,6,3001,ventilators, 2,168
1,5,2749,biologics, 3,174
7,1,1682,sanitizers, 4,160
3,10,4710,masks, 4,172
3,10,941,masks, 2,162
4,2,3534,oxygen_tanks, 6,158
6,3,288,respirators, 4,164
1,5,1568,biologics,10,164
5,9,767,ppe, 5,158
10,4,2587,visors, 4,172
4,2,4669,oxygen_tanks,15,176
2,7,1561,diagnostics,10,170
1,5,2109,biologics, 5,164
1,5,431,biologics, 4,159
2,7,2201,diagnostics,10,174
1,5,3468,biologics, 5,182
8,8,4901,vaccines, 2,178
8,8,3023,vaccines, 2,172
6,3,3960,respirators,17,185
10,4,1037,visors, 4,178
2,7,786,diagnostics, 9,182
6,3,1144,respirators,10,170
6,3,662,respirators, 5,165
1,5,2624,biologics, 5,170
10,4,3401,visors, 1,160
10,4,4858,visors,10,170
4,2,1645,oxygen_tanks, 1,160
2,7,1461,diagnostics,10,180
10,4,210,visors, 6,169
8,8,776,vaccines, 4,158
3,10,3612,masks, 5,172
8,8,3220,vaccines, 3,156
1,5,734,biologics, 1,164
10,4,1080,visors, 0,154
9,6,4383,ventilators,17,175
1,5,3577,biologics, 0,154
8,8,1719,vaccines, 8,159
9,6,4086,ventilators,10,168
6,3,3693,respirators,10,175
3,10,2400,masks,12,152
6,3,3584,respirators, 2,162
3,10,3464,masks,10,165
2,7,2227,diagnostics, 2,159
5,9,2789,ppe, 3,176
4,2,1747,oxygen_tanks,10,182
8,8,227,vaccines,10,160
9,6,1813,ventilators, 4,170
9,6,1752,ventilators, 2,175
2,7,1558,diagnostics, 3,165
2,7,927,diagnostics, 2,165
6,3,3533,respirators, 4,155
5,9,183,ppe, 3,150
9,6,4845,ventilators, 6,154
10,4,4429,visors, 2,165
10,4,797,visors,10,158
9,6,956,ventilators, 6,168
3,10,4893,masks, 5,165
8,8,2165,vaccines, 2,180
7,1,4478,sanitizers,10,172
6,3,1723,respirators, 3,165
2,7,620,diagnostics, 2,165
9,6,646,ventilators, 1,182
8,8,2684,vaccines, 1,160
10,4,1003,visors,10,170
7,1,1836,sanitizers,10,180
2,7,6,diagnostics, 5,162
8,8,1195,vaccines, 3,169
3,10,3798,masks,15,198
4,2,4611,oxygen_tanks, 9,174
4,2,957,oxygen_tanks,10,154
2,7,2619,diagnostics, 6,190
4,2,2757,oxygen_tanks,20,182
4,2,283,oxygen_tanks, 5,170
9,6,448,ventilators, 6,157
8,8,2210,vaccines,10,160
10,4,1713,visors, 2,170
10,4,1545,visors, 5,174
10,4,1512,visors, 8,164
7,1,975,sanitizers, 6,172
6,3,3057,respirators, 2,156
9,6,3486,ventilators, 0,158
4,2,511,oxygen_tanks, 2,174
1,5,1900,biologics, 4,185
2,7,859,diagnostics,20,173
6,3,4630,respirators,30,170
8,8,2698,vaccines,10,172
2,7,4832,diagnostics, 2,168
9,6,784,ventilators, 6,155
7,1,766,sanitizers, 4,173
6,3,542,respirators, 8,175
9,6,2471,ventilators, 5,172
6,3,2747,respirators, 5,170
10,4,4731,visors, 4,165
1,5,2240,biologics,10,164
7,1,3646,sanitizers, 5,178
6,3,4273,respirators, 8,180
10,4,2505,visors, 1,165
6,3,1595,respirators, 8,176
10,4,987,visors,12,175
1,5,3362,biologics, 2,168
1,5,2981,biologics, 6,158
10,4,1469,visors, 4,176
6,3,3169,respirators, 5,178
3,10,779,masks, 5,158
3,10,3402,masks, 0,176
7,1,4071,sanitizers, 0,164
4,2,2595,oxygen_tanks,10,167
9,6,3671,ventilators, 5,170
5,9,2592,ppe, 3,173
6,3,237,respirators, 3,165
10,4,3884,visors, 4,163
7,1,1377,sanitizers, 5,170
10,4,2926,visors,10,180
8,8,3823,vaccines, 3,160
3,10,4087,masks, 5,158
8,8,438,vaccines, 2,158
9,6,2526,ventilators,20,181
7,1,3639,sanitizers, 5,170
7,1,4880,sanitizers, 3,169
5,9,4061,ppe, 4,156
3,10,2014,masks, 4,164
6,3,199,respirators, 5,167
4,2,2170,oxygen_tanks,12,164
10,4,659,visors,30,158
5,9,157,ppe, 3,172
6,3,3591,respirators, 7,168
8,8,1139,vaccines, 6,175
8,8,4026,vaccines,12,166
6,3,4578,respirators, 4,170
4,2,591,oxygen_tanks, 8,158
9,6,725,ventilators, 8,158
10,4,342,visors,16,159
7,1,1253,sanitizers,10,157
5,9,1124,ppe, 3,170
3,10,1073,masks, 3,174
10,4,1932,visors,15,175
5,9,740,ppe, 2,164
7,1,1495,sanitizers, 0,158
7,1,1098,sanitizers, 8,185
8,8,2455,vaccines,10,162
5,9,1062,ppe, 1,168
7,1,2363,sanitizers,10,160
4,2,3311,oxygen_tanks,15,175
4,2,1859,oxygen_tanks, 8,180
2,7,1188,diagnostics,10,167
5,9,3832,ppe, 6,173
6,3,2166,respirators, 2,173
8,8,1156,vaccines,10,160
2,7,2242,diagnostics, 2,189
10,4,871,visors, 3,169
6,3,2758,respirators,10,155
8,8,226,vaccines,30,164
8,8,2330,vaccines, 8,183
2,7,1897,diagnostics, 2,152
10,4,3465,visors, 8,155
5,9,2245,ppe, 6,172
10,4,4081,visors,10,174
2,7,1593,diagnostics, 4,161
2,7,717,diagnostics, 5,161
9,6,4667,ventilators, 3,169
1,5,386,biologics, 4,180
10,4,3900,visors, 4,168
4,2,4394,oxygen_tanks,30,165
3,10,3920,masks,10,180
2,7,3893,diagnostics,10,170
4,2,4610,oxygen_tanks, 4,166
3,10,2528,masks, 4,170
1,5,3888,biologics, 6,178
3,10,3051,masks, 5,170
2,7,3419,diagnostics,20,186
2,7,1872,diagnostics, 4,164
2,7,1972,diagnostics, 5,158
9,6,1376,ventilators,10,158
5,9,3243,ppe, 6,170
9,6,2293,ventilators, 1,158
10,4,3786,visors, 2,178
5,9,3031,ppe,10,160
2,7,1908,diagnostics, 2,175
9,6,3244,ventilators, 6,160
8,8,4986,vaccines,10,152
10,4,783,visors, 7,170
3,10,3727,masks, 3,165
5,9,2858,ppe, 3,160
2,7,4447,diagnostics, 5,165
4,2,1790,oxygen_tanks, 5,165
3,10,712,masks,10,172
8,8,3348,vaccines, 5,167
9,6,383,ventilators, 2,175
7,1,1053,sanitizers, 7,168
5,9,2944,ppe,10,152
2,7,1048,diagnostics, 5,164
7,1,1373,sanitizers,10,167
5,9,2016,ppe, 1,193
10,4,1532,visors, 2,176
4,2,165,oxygen_tanks, 7,175
5,9,1949,ppe, 5,168
9,6,2689,ventilators, 0,166
5,9,1220,ppe,12,172
4,2,1820,oxygen_tanks, 6,168
5,9,3466,ppe,10,160
6,3,680,respirators,15,178
7,1,4873,sanitizers, 0,168
9,6,4376,ventilators, 5,184
10,4,911,visors, 2,160
7,1,4096,sanitizers, 2,169
7,1,3079,sanitizers, 0,155
10,4,4144,visors, 3,163
8,8,2671,vaccines,10,176
5,9,3284,ppe, 5,165
1,5,2032,biologics,10,176
1,5,4241,biologics, 6,160
2,7,4240,diagnostics, 5,160
4,2,1842,oxygen_tanks,20,172
3,10,3722,masks,14,178
3,10,1325,masks, 6,167
4,2,3663,oxygen_tanks, 0,170
10,4,4795,visors, 2,164
6,3,287,respirators, 3,174
2,7,4607,diagnostics, 6,192
9,6,4829,ventilators, 5,173
2,7,3376,diagnostics, 6,157
1,5,3265,biologics, 2,160
10,4,3317,visors, 2,174
5,9,2440,ppe, 6,170
6,3,4475,respirators, 3,182
6,3,4126,respirators, 3,160
10,4,52,visors, 2,165
4,2,555,oxygen_tanks, 2,162
6,3,634,respirators, 5,164
1,5,4759,biologics, 1,165
7,1,4221,sanitizers, 2,160
2,7,480,diagnostics,25,164
2,7,2779,diagnostics, 2,116
3,10,854,masks, 5,160
7,1,697,sanitizers, 8,165
3,10,3861,masks,25,178
5,9,2514,ppe, 3,163
2,7,553,diagnostics, 2,175
6,3,1305,respirators, 1,150
4,2,1927,oxygen_tanks, 6,163
8,8,3811,vaccines, 2,158
8,8,3833,vaccines, 5,174
9,6,2213,ventilators, 3,158
5,9,4897,ppe, 2,164
4,2,948,oxygen_tanks, 9,160
2,7,2033,diagnostics, 0,168
4,2,805,oxygen_tanks,10,164
7,1,637,sanitizers,30,175
4,2,2279,oxygen_tanks, 5,178
6,3,2853,respirators, 5,160
7,1,4053,sanitizers, 2,165
4,2,3837,oxygen_tanks, 4,165
2,7,4602,diagnostics, 0,166
5,9,3792,ppe, 5,182
9,6,1906,ventilators, 2,180
10,4,2626,visors, 3,168
8,8,259,vaccines, 6,167
5,9,2952,ppe, 2,168
5,9,311,ppe, 6,169
3,10,4767,masks,25,169
4,2,2283,oxygen_tanks, 1,179
1,5,270,biologics,10,177
7,1,1926,sanitizers, 4,170
10,4,3894,visors,20,170
9,6,2358,ventilators, 6,165
9,6,653,ventilators, 0,145
4,2,2224,oxygen_tanks, 4,166
6,3,3744,respirators,10,170
5,9,1942,ppe, 0,174
7,1,4352,sanitizers, 6,174
7,1,4067,sanitizers, 7,162
6,3,1362,respirators, 5,164
